depth,cal BP,density,accrate,weight,lycadd,lyc,CHAR,Abies,Pinus,Juniperus,Betula,Corylus,Carpinus,Castanea,Acer,Salix,Alnus,Fraxinus,Fagus,Tilia,Populus,Juglans,Dec_Querc,Ever_Querc,Ulmus,Sorbus,Rhamnus,Buxus,Tamarix,Ephedra_dist,Ephedra frag,Ericaceae,Phillyrea,Other Oleaceae,Myrtus,Pistacia,Olea,Prunus_type,Genista,Poaceae,Artemisia,Cicho,Asteroideae,Carduaceae,Chenopodiaceae,Caryophyllaceae,Plantago,Brassicaceae,Gentiana,Fabaceae other,Fabaceae trifolium type,Fabaceae lotus type,Cistaceae,Linum,Lamiaceae,Rumex,Galium,Scrophu,Geraniaceae,Iridaceae,Liliaceae,Saxifragaceae_conc,Saxifragaceae,Rosaceae,Ranunculaceae,Poligonaceae,Apiaceae,Borag,Rubiaceae,Crassulaceae,Sedum,Urtica,Primulaceae,Campanul,Helianthe,Asphodelus,Ranunculus,Thalictrum,Cype,Typha,Myriophy,Potamoge,Callitri,Juncus,Pterydo_mon_orn,Ptheridophyte monolete lisa,Pteridophyte trilete,Glomus,Sordariales,total,herb
161.56,2267.84,1.7,0.07,3.4,41696,65,157024.39,1661.31346310095,5081.66471066173,65.1495475725863,130.299095145173,521.19638058069,0,0,0,0,195.448642717759,0,0,0,0,0,162.873868931466,260.598190290345,0,0,0,0,0,0,97.7243213588794,130.299095145173,0,32.5747737862932,0,0,65.1495475725863,0,0,130.299095145173,977.243213588795,0,0,0,423.472059221811,0,0,0,0,521.19638058069,,0,0,0,162.873868931466,65.1495475725863,0,32.5747737862932,0,0,0,0,0,0,0,0,32.5747737862932,0,0,0,0,0,0,0,0,0,0,162.929552305459,0,0,618.92070193957,0,0,0,0,97.7243213588794,65.1495475725863,0,0,10749.6753494767,2345.38371261311
173.25,2429.2,1.9,0.07,2.4,41696,84,113500.55,395.686055598973,5237.02132410405,139.653901976108,69.826950988054,488.788656916378,0,0,0,0,116.378251646757,0,0,0,0,23.2756503293513,46.5513006587027,46.5513006587027,0,0,23.2756503293513,0,0,0,23.2756503293513,116.378251646757,0,0,0,0,46.5513006587027,0,0,116.378251646757,674.993859551189,0,69.826950988054,0,186.205202634811,23.2756503293513,0,23.2756503293513,0,418.961705928324,,0,0,0,69.826950988054,0,0,46.5513006587027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0345796760891,28.5172898380446,0,46.5513006587027,0,0,0,46.5513006587027,0,0,0,0,8402.50976889583,1629.29552305459
184.94,2590.13,1.8,0.07,2.4,41696,163,178988.48,541.828506922847,5190.14675052411,114.069159352178,28.5172898380446,1169.20888335983,0,0,0,0,199.621028866312,0,28.5172898380446,0,0,114.069159352178,57.0345796760891,199.621028866312,28.5172898380446,0,0,0,28.5172898380446,28.5172898380446,57.0345796760891,171.103739028267,0,0,0,0,57.0345796760891,0,0,171.103739028267,827.001405303292,0,57.0345796760891,0,513.311217084802,57.0345796760891,0,0,0,484.793927246757,,0,0,0,57.0345796760891,28.5172898380446,0,28.5172898380446,0,28.5172898380446,0,0,0,0,0,0,0,0,0,0,0,28.5172898380446,0,0,0,0,0,83.5353094642364,55.690206309491,0,342.207478056535,0,0,0,0,57.0345796760891,28.5172898380446,0,0,10294.7416315341,2281.38318704356
190.78,2670.86,1.8,0.07,2.9,41696,93,87578.74,306.2961347022,2784.51031547455,0,27.8451031547455,473.366753630673,0,0,0,0,55.690206309491,0,13.9225515773727,13.9225515773727,0,27.8451031547455,13.9225515773727,55.690206309491,0,0,0,0,0,0,27.8451031547455,69.6127578868637,0,0,0,0,0,0,0,55.690206309491,403.753995743809,0,13.9225515773727,0,139.225515773727,0,0,13.9225515773727,0,264.528479970082,1,0,0,0,69.6127578868637,0,0,27.8451031547455,13.9225515773727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.362681644336,20.1946688063338,0,222.760825237964,0,0,13.9225515773727,13.9225515773727,69.6127578868637,13.9225515773727,0,0,4873.89305208046,1003.42371357084
202.47,2810.18,1.8,0.09,2.5,41696,57,172853.28,444.282713739343,3433.09369707674,262.530694482339,20.1946688063338,686.618739415348,0,40.3893376126675,0,0,222.141356869671,40.3893376126675,80.778675225335,60.5840064190013,0,20.1946688063338,80.778675225335,60.5840064190013,40.3893376126675,0,0,0,0,0,40.3893376126675,40.3893376126675,20.1946688063338,0,0,0,0,0,0,181.752019257004,464.477382545677,0,141.362681644336,0,201.946688063338,0,0,40.3893376126675,0,262.530694482339,,80.778675225335,0,0,302.920032095006,0,0,40.3893376126675,0,0,0,0,0,0,40.3893376126675,0,20.1946688063338,0,0,0,0,20.1946688063338,0,0,0,0,0,195.069005847953,48.7672514619883,0,121.168012838003,0,0,40.3893376126675,20.1946688063338,40.3893376126675,0,0,40.3893376126675,7391.24878311815,1797.3255237637
214.16,2949.44,2,0.09,2.3,41696,156,241697.49,1365.48304093567,9899.75204678363,48.7672514619883,146.301754385965,1609.31929824561,0,0,0,0,390.138011695906,0,97.5345029239766,146.301754385965,0,0,0,195.069005847953,0,0,0,0,0,0,48.7672514619883,243.836257309942,0,48.7672514619883,0,0,0,0,0,195.069005847953,585.20701754386,0,0,0,487.672514619883,48.7672514619883,0,48.7672514619883,0,682.741520467836,,0,0,0,390.138011695906,48.7672514619883,0,48.7672514619883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0811759362484,0,0,585.20701754386,0,0,0,97.5345029239766,48.7672514619883,146.301754385965,0,0,16775.934502924,2535.89707602339
220,2987.43,2,0.09,2.1,41696,139,285188.02,451.926173665304,4110.37615095586,0,21.5202939840621,882.332053346546,0,0,0,43.0405879681242,64.5608819521863,0,43.0405879681242,21.5202939840621,0,21.5202939840621,21.5202939840621,107.601469920311,0,0,0,0,0,0,21.5202939840621,86.0811759362484,0,0,0,0,0,0,0,86.0811759362484,473.446467649366,0,172.162351872497,0,215.202939840621,21.5202939840621,0,43.0405879681242,0,430.405879681242,,0,21.5202939840621,0,215.202939840621,0,0,107.601469920311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4524888026087,0,0,408.88558569718,0,0,0,107.601469920311,86.0811759362484,43.0405879681242,0,0,7682.74495231017,1786.18440067715
226.36,3068.54,1.8,0.09,2.7,41696,118,179538.13,1560.69683935391,5184.68780531131,0,0,820.02715288087,0,0,0,0,26.4524888026087,0,0,79.3574664078261,0,52.9049776052174,0,52.9049776052174,0,0,0,0,0,0,52.9049776052174,79.3574664078261,0,0,0,0,0,0,0,26.4524888026087,185.167421618261,0,26.4524888026087,0,132.262444013044,26.4524888026087,0,26.4524888026087,26.4524888026087,317.429865631304,,0,0,0,105.809955210435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.060472902281,109.060472902281,0,396.787332039131,0,0,0,105.809955210435,105.809955210435,26.4524888026087,0,0,8782.22628246609,872.932130486087
232.71,3136.81,1.8,0.09,1.7,41696,162,149080.44,828.859594057334,3489.93513287299,21.8120945804562,65.4362837413685,785.235404896422,0,0,0,0,152.684662063193,0,0,43.6241891609123,0,0,130.872567482737,305.369324126386,0,0,0,0,0,0,65.4362837413685,152.684662063193,0,0,0,0,0,0,0,65.4362837413685,414.429797028667,0,0,0,261.745134965474,0,0,0,0,283.55722954593,,0,0,0,87.2483783218246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2335996126846,0,25.2335996126846,414.429797028667,21.8120945804562,0,65.4362837413685,0,130.872567482737,21.8120945804562,0,0,7154.36702238962,1112.41682360326
246.69,3287.62,1.9,0.09,1.7,41696,109,250205.36,857.942386831276,3709.33914306463,0,0,1816.81917211329,0,0,0,25.2335996126846,176.635197288792,0,0,50.4671992253692,0,126.167998063423,0,75.7007988380537,0,0,0,0,0,0,25.2335996126846,75.7007988380537,0,0,0,0,0,0,0,25.2335996126846,277.56959573953,0,100.934398450738,0,378.503994190269,25.2335996126846,0,0,0,782.241587993222,,0,0,0,75.7007988380537,0,0,0,25.2335996126846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5866562731107,0,0,630.839990317114,0,0,0,100.934398450738,25.2335996126846,25.2335996126846,0,0,8629.89106753813,1690.65117404987
259.41,3425.51,2,0.09,1.9,41696,115,267422.35,1306.35965701265,7323.53141052547,0,0,1702.22621974376,0,0,0,39.5866562731107,197.933281365553,0,0,79.1733125462213,0,79.1733125462213,79.1733125462213,79.1733125462213,0,0,0,0,0,0,39.5866562731107,118.759968819332,0,0,0,0,0,0,0,158.346625092443,395.866562731107,0,118.759968819332,0,672.973156642881,79.1733125462213,0,79.1733125462213,0,950.079750554656,,0,0,0,237.519937638664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3385880159336,35.3385880159336,0,395.866562731107,0,0,0,39.5866562731107,39.5866562731107,0,0,0,13736.5697267694,2691.89262657153
284.83,3700.04,1.9,0.09,2.5,41696,138,121533.48,1307.52775658954,5124.09526231037,35.3385880159336,35.3385880159336,1872.94516484448,0,0,0,35.3385880159336,176.692940079668,0,0,106.015764047801,0,106.015764047801,70.6771760318671,388.724468175269,0,0,0,0,0,0,35.3385880159336,35.3385880159336,0,0,0,0,0,0,0,70.6771760318671,388.724468175269,0,35.3385880159336,0,388.724468175269,70.6771760318671,0,35.3385880159336,0,636.094584286804,,0,0,0,282.708704127468,0,0,35.3385880159336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5241009125067,21.2620504562534,0,883.464700398339,0,0,0,141.354352063734,35.3385880159336,35.3385880159336,0,0,11273.0095770828,1943.62234087635
297.54,3961.88,2.2,0.05,2.8,41696,89,116344.02,516.043558559594,3126.61685480225,0,45.533255167023,394.621544780866,0,0,0,0,136.599765501069,0,15.177751722341,45.533255167023,0,15.177751722341,45.533255167023,30.355503444682,0,0,0,0,0,0,0,91.066510334046,0,0,0,0,0,0,0,15.177751722341,0,0,30.355503444682,0,106.244262056387,15.177751722341,0,0,0,182.133020668092,,0,0,0,197.310772390433,0,0,15.177751722341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8195207637288,16.9398402545763,0,273.199531002138,0,0,0,15.177751722341,0,15.177751722341,0,0,5023.83582009487,561.576813726617
310.25,4238.56,1.9,0.05,2.8,41696,85,81697.91,1275.7230273752,3954.74138486312,21.2620504562534,0,680.385614600107,0,0,0,0,63.7861513687601,0,0,85.0482018250134,0,0,21.2620504562534,21.2620504562534,0,0,0,0,21.2620504562534,0,21.2620504562534,0,0,0,0,0,0,0,0,63.7861513687601,0,0,85.0482018250134,0,148.834353193774,0,0,0,0,318.9307568438,,0,0,0,170.096403650027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9549784018532,15.3183261339511,0,361.454857756307,0,0,0,63.7861513687601,85.0482018250134,42.5241009125067,0,0,6952.69049919485,786.695866881374
