depth,cal BP,density,accrate,weight,lycadd,lyc,CHAR,Abies,Pinus,Juniperus,Betula,Corylus,Carpinus,Castanea,Acer,Salix,Alnus,Fraxinus,Fagus,Tilia,Populus,Juglans,Dec_Querc,Ever_Querc,Ulmus,Sorbus,Rhamnus,Buxus,Tamarix,Ephedra_dist,Ephedra frag,Ericaceae,Phillyrea,Other Oleaceae,Myrtus,Pistacia,Olea,Prunus_type,Genista,Poaceae,Artemisia,Cicho,Asteroideae,Carduaceae,Chenopodiaceae,Caryophyllaceae,Plantago,Brassicaceae,Gentiana,Fabaceae other,Fabaceae trifolium type,Fabaceae lotus type,Cistaceae,Linum,Lamiaceae,Rumex,Galium,Scrophu,Geraniaceae,Iridaceae,Liliaceae,Saxifragaceae_conc,Saxifragaceae,Rosaceae,Ranunculaceae,Poligonaceae,Apiaceae,Borag,Rubiaceae,Crassulaceae,Sedum,Urtica,Primulaceae,Campanul,Helianthe,Asphodelus,Ranunculus,Thalictrum,Cype,Typha,Myriophy,Potamoge,Callitri,Juncus,Pterydo_mon_orn,Ptheridophyte monolete lisa,Pteridophyte trilete,Glomus,Sordariales,total,herb
329.32,4642.08,1.9,0.05,2.3,41696,233,116362.78,728.41313094678,3133.87044709661,16.9398402545763,33.8796805091525,677.593610183051,0,0,0,16.9398402545763,254.097603818644,0,0,67.7593610183051,0,0,67.7593610183051,101.639041527458,0,0,0,0,0,0,0,33.8796805091525,0,16.9398402545763,0,0,0,0,0,16.9398402545763,67.7593610183051,0,16.9398402545763,0,135.51872203661,0,0,33.8796805091525,0,237.157763564068,,0,0,0,84.6992012728813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81345483107787,15.6269096621557,7.81345483107787,304.917124582373,0,0,0,50.8195207637288,67.7593610183051,16.9398402545763,0,16.9398402545763,5742.60584630135,592.894408910169
340.76,4858.44,1.9,0.05,2.3,41696,93,138838.03,796.552958965455,3002.39192225441,15.3183261339511,15.3183261339511,582.09639309014,0,0,0,30.6366522679021,122.546609071608,0,15.3183261339511,45.9549784018532,0,30.6366522679021,91.9099568037063,61.2733045358042,0,0,15.3183261339511,0,0,0,30.6366522679021,45.9549784018532,0,15.3183261339511,0,0,15.3183261339511,0,0,30.6366522679021,122.546609071608,0,0,0,45.9549784018532,15.3183261339511,0,0,0,199.138239741364,,0,0,0,45.9549784018532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5756448993671,0,0,153.183261339511,0,0,15.3183261339511,30.6366522679021,45.9549784018532,15.3183261339511,0,0,5392.05079915077,459.549784018532
348.39,5002.43,1.8,0.05,3.7,41696,35,119076.69,210.963280439102,2133.07316888426,23.4403644932336,0,140.642186959402,0,0,0,0,23.4403644932336,0,0,54.6941838175451,0,0,15.6269096621557,23.4403644932336,0,0,23.4403644932336,0,0,0,0,39.0672741553893,0,0,0,0,0,0,0,0,23.4403644932336,0,7.81345483107787,0,31.2538193243115,0,0,0,0,23.4403644932336,,0,0,0,62.507638648623,7.81345483107787,0,0,0,0,0,155.611121477888,15.6269096621557,46.8807289864672,7.81345483107787,0,0,0,0,0,0,0,0,0,0,0,0,30.6320455157664,30.6320455157664,0,78.1345483107787,0,0,0,7.81345483107787,31.2538193243115,0,0,0,3070.02977346993,382.201311579146
354.75,5123.2,1.8,0.05,3.2,41696,92,129909.06,841.752730672787,3190.83011859684,39.1512897987343,78.3025795974685,626.420636779748,39.1512897987343,0,0,0,332.785963289241,0,0,58.7269346981014,0,0,19.5756448993671,19.5756448993671,39.1512897987343,0,0,0,0,0,19.5756448993671,19.5756448993671,0,0,0,0,0,0,0,215.332093893038,58.7269346981014,0,39.1512897987343,0,78.3025795974685,0,0,0,0,39.1512897987343,,0,0,0,332.785963289241,0,0,78.3025795974685,0,0,0,0,0,137.02951429557,19.5756448993671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7269346981014,117.453869396203,19.5756448993671,0,0,6322.93330249558,998.357889867724
361.1,5243.69,1.8,0.05,2.7,41696,120,92600.59,1317.17795717796,6187.67319418482,367.584546189197,214.424318610365,765.801137894161,0,0,0,30.6320455157664,367.584546189197,0,0,0,0,30.6320455157664,61.2640910315329,61.2640910315329,122.528182063066,0,0,30.6320455157664,0,0,30.6320455157664,0,0,0,0,0,0,0,0,520.74477376803,336.952500673431,0,30.6320455157664,0,153.160227578832,0,0,0,0,122.528182063066,,0,0,0,0,0,0,91.8961365472993,0,30.6320455157664,0,0,0,367.584546189197,30.6320455157664,0,0,0,0,0,0,0,0,0,0,30.6320455157664,0,0,0,12.2433638712708,91.8961365472993,0,0,0,0,30.6320455157664,30.6320455157664,0,61.2640910315329,11303.2247953178,1715.39454888292
367.46,5363.74,1.8,0.05,3.4,41696,70,96279.15,390.756273554555,3570.703879033,26.9487085210038,26.9487085210038,633.294650243588,107.794834084015,0,0,0,80.8461255630113,13.4743542605019,0,80.8461255630113,0,13.4743542605019,40.4230627815057,0,40.4230627815057,0,26.9487085210038,0,0,0,0,26.9487085210038,0,0,0,0,0,0,0,67.3717713025094,161.692251126023,0,0,0,40.4230627815057,0,0,0,0,94.3204798235132,,0,0,0,256.012730949536,13.4743542605019,0,0,0,0,0,141.630434782609,13.4743542605019,40.4230627815057,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3348730612752,16.6674365306376,0,161.692251126023,0,0,13.4743542605019,40.4230627815057,107.794834084015,13.4743542605019,0,0,5908.65405827742,828.822502068205
373.81,5484.31,1.9,0.05,3.1,41696,51,74895.34,501.977918722105,2583.34977683815,159.163730326521,36.7300916138125,134.677002583979,0,0,0,0,134.677002583979,0,0,24.4867277425417,0,0,0,24.4867277425417,12.2433638712708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.677002583979,61.2168193563542,0,0,0,36.7300916138125,0,0,0,0,36.7300916138125,,0,0,0,24.4867277425417,0,12.2433638712708,12.2433638712708,0,0,12.2433638712708,0,0,122.433638712708,0,0,0,12.2433638712708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4601832276251,0,0,0,4077.04016913319,465.247827108292
380.17,5692.14,2,0.05,3.3,41696,39,174434.8,250.011547959564,2316.77367775863,66.6697461225505,133.339492245101,1150.053120614,133.339492245101,0,0,0,383.351040204665,50.0023095919129,0,100.004619183826,0,16.6674365306376,166.674365306376,66.6697461225505,83.3371826531881,0,0,0,0,0,16.6674365306376,50.0023095919129,0,0,0,0,0,0,0,216.676674898289,216.676674898289,0,33.3348730612752,0,150.006928775739,0,0,16.6674365306376,0,0,,33.3348730612752,0,16.6674365306376,183.341801837014,0,0,116.672055714463,16.6674365306376,16.6674365306376,0,0,0,66.6697461225505,0,0,33.3348730612752,16.6674365306376,0,0,0,0,0,0,0,0,0,34.2471716678905,68.494343335781,68.494343335781,66.6697461225505,0,0,0,33.3348730612752,100.004619183826,16.6674365306376,0,33.3348730612752,6116.94920674401,1133.38568408336
400,5891.07,1.9,0.05,2.2,41696,126,174564.98,662.117401008006,5032.09224766085,715.086793088646,26.4846960403202,688.602097048326,0,0,0,0,370.785744564483,0,0,79.4540881209607,0,0,52.9693920806405,105.938784161281,132.423480201601,0,0,0,0,0,52.9693920806405,0,0,0,0,0,0,0,0,211.877568322562,158.908176241921,0,0,26.4846960403202,52.9693920806405,0,0,0,0,211.877568322562,,0,0,0,26.4846960403202,0,0,52.9693920806405,0,0,0,0,0,185.392872282242,26.4846960403202,0,0,0,0,0,0,0,0,26.4846960403202,0,0,0,0,0,0,0,0,0,0,0,132.423480201601,79.4540881209607,0,0,8898.8578695476,979.933753491849
410.02,6131.32,1.6,0.07,2.5,41696,237,225759.45,342.471716678905,3938.42474180741,34.2471716678905,102.741515003671,2226.06615841288,205.483030007343,0,0,0,821.932120029372,34.2471716678905,0,205.483030007343,0,34.2471716678905,0,171.235858339452,410.966060014686,0,0,0,0,0,68.494343335781,34.2471716678905,0,0,0,0,0,0,0,239.730201675233,650.696261689919,0,34.2471716678905,0,239.730201675233,0,0,136.988686671562,0,68.494343335781,,68.494343335781,34.2471716678905,0,171.235858339452,34.2471716678905,0,171.235858339452,0,0,0,0,0,342.471716678905,34.2471716678905,0,68.494343335781,0,0,0,0,0,0,0,0,0,0,8.01971461887074,48.1182877132244,0,273.977373343124,0,0,0,102.741515003671,205.483030007343,34.2471716678905,0,68.494343335781,10924.8477620571,2294.56050174866
421.16,6287.28,1.6,0.07,1.5,41696,214,112977.5,50.7059073184642,2218.38344518281,266.206013421937,50.7059073184642,836.64747075466,12.6764768296161,0,0,0,202.823629273857,0,0,76.0588609776964,0,0,12.6764768296161,38.0294304888482,38.0294304888482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.911920740402,76.0588609776964,0,12.6764768296161,0,101.411814636929,0,0,0,0,38.0294304888482,,0,0,0,76.0588609776964,0,0,63.3823841480803,0,0,0,0,0,114.088291466545,0,0,0,0,0,0,12.6764768296161,0,0,0,0,0,0,29.6054885462985,74.0137213657463,14.8027442731493,25.3529536592321,0,0,0,0,38.0294304888482,12.6764768296161,0,12.6764768296161,4614.23756598025,811.294517095428
426.73,6365.26,1.5,0.07,2.2,41696,119,166754.61,30.2108978641748,4078.4712116636,15.1054489320874,30.2108978641748,332.319876505923,0,0,0,0,90.6326935925244,0,0,75.527244660437,0,0,45.3163467962622,0,0,0,0,0,0,0,0,30.2108978641748,0,0,0,0,0,0,0,45.3163467962622,45.3163467962622,0,15.1054489320874,0,15.1054489320874,0,0,30.2108978641748,0,30.2108978641748,,0,0,0,30.2108978641748,0,0,0,0,0,0,0,0,75.527244660437,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0469922234628,0,17.0156640744876,0,0,0,0,0,105.738142524612,0,0,0,5015.00904545302,287.003529709661
432.3,6443.24,1.6,0.07,2.1,41696,236,172354.14,8.01971461887074,1595.92320915528,48.1182877132244,8.01971461887074,320.78858475483,56.1380023320952,0,0,8.01971461887074,32.0788584754829,8.01971461887074,0,56.1380023320952,0,0,24.0591438566122,0,8.01971461887074,0,32.0788584754829,0,0,0,8.01971461887074,16.0394292377415,0,0,0,0,0,0,0,8.01971461887074,64.1577169509659,0,32.0788584754829,0,16.0394292377415,0,0,0,0,40.0985730943537,,0,0,0,96.2365754264488,0,8.01971461887074,0,0,0,0,0,0,8.01971461887074,0,0,8.01971461887074,0,0,0,0,8.01971461887074,0,0,0,0,0,19.1754677630384,19.1754677630384,9.58773388151919,80.1971461887074,0,0,0,16.0394292377415,24.0591438566122,8.01971461887074,0,0,2518.19039032541,288.709726279347
443.44,6600.16,1.6,0.07,2.6,41696,142,179588.98,14.8027442731493,3108.57629736134,177.632931277791,44.4082328194478,577.307026652821,88.8164656388956,0,0,0,88.8164656388956,0,0,74.0137213657463,0,0,29.6054885462985,44.4082328194478,14.8027442731493,0,74.0137213657463,0,0,0,0,59.210977092597,0,0,0,0,14.8027442731493,0,0,88.8164656388956,133.224698458343,0,59.210977092597,0,88.8164656388956,0,0,14.8027442731493,0,44.4082328194478,,0,0,0,207.23841982409,0,0,14.8027442731493,0,0,14.8027442731493,0,0,44.4082328194478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8702083198291,0,148.027442731493,0,0,0,29.6054885462985,14.8027442731493,14.8027442731493,0,74.0137213657463,5121.74951850964,710.531725111165
454.58,6756.12,1.5,0.07,3.2,41696,79,210332.19,17.0156640744876,3420.14847897201,0,17.0156640744876,799.736211500917,0,0,0,0,136.125312595901,0,0,153.140976670388,0,51.0469922234628,85.078320372438,0,0,0,34.0313281489752,0,0,0,0,34.0313281489752,0,34.0313281489752,0,0,0,0,0,34.0313281489752,340.313281489752,0,0,0,85.078320372438,17.0156640744876,0,0,0,221.203632968339,,0,0,0,136.125312595901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6214432543547,35.2428865087093,52.864329763064,0,119.109648521413,0,0,17.0156640744876,51.0469922234628,34.0313281489752,17.0156640744876,0,0,5615.16914458091,851.388982904247
465.72,6913.05,1.6,0.07,1.6,41696,110,184657.02,9.58773388151919,1581.97609045067,76.7018710521535,38.3509355260768,709.49230723242,28.7632016445576,0,0,0,9.58773388151919,19.1754677630384,0,162.991475985826,0,0,38.3509355260768,19.1754677630384,76.7018710521535,0,28.7632016445576,0,0,0,9.58773388151919,19.1754677630384,0,0,0,0,0,0,0,28.7632016445576,86.2896049336727,0,38.3509355260768,0,9.58773388151919,9.58773388151919,0,38.3509355260768,0,38.3509355260768,,0,0,0,67.1141371706344,0,0,9.58773388151919,0,0,0,0,0,67.1141371706344,0,0,9.58773388151919,0,0,0,0,0,0,0,0,0,0,80.994560994561,0,26.998186998187,47.938669407596,0,0,0,28.7632016445576,67.1141371706344,0,0,28.7632016445576,3231.06631807197,402.684823023806
471.29,6991.03,1.6,0.07,2.4,41696,93,113153.01,0,3539.30728795301,25.7404166396582,77.2212499189747,540.548749432823,77.2212499189747,0,0,0,64.3510415991456,12.8702083198291,0,102.961666558633,0,0,12.8702083198291,38.6106249594874,51.4808332793165,0,12.8702083198291,0,0,0,0,12.8702083198291,0,0,0,0,0,12.8702083198291,0,64.3510415991456,141.57229151812,0,90.0914582388039,0,25.7404166396582,12.8702083198291,0,25.7404166396582,0,12.8702083198291,,38.6106249594874,0,0,51.4808332793165,0,0,77.2212499189747,0,0,0,0,0,102.961666558633,0,0,25.7404166396582,0,0,0,0,0,0,0,0,0,0,42.5777859469616,21.2888929734808,0,12.8702083198291,0,0,0,51.4808332793165,38.6106249594874,25.7404166396582,0,12.8702083198291,5251.04499449028,669.250832631114
488,7288.95,1.7,0.05,2.5,41696,137,143375.2,0,4088.17483501028,88.1072162717732,211.457319052256,1374.47257383966,0,0,0,0,17.6214432543547,52.864329763064,0,88.1072162717732,0,0,88.1072162717732,123.350102780483,105.728659526128,0,35.2428865087093,0,0,0,52.864329763064,17.6214432543547,17.6214432543547,0,0,0,17.6214432543547,0,0,52.864329763064,123.350102780483,0,88.1072162717732,17.6214432543547,140.971546034837,0,0,0,0,52.864329763064,,17.6214432543547,0,0,176.214432543546,0,17.6214432543547,0,0,0,0,0,0,17.6214432543547,17.6214432543547,0,17.6214432543547,0,0,0,0,0,0,0,0,0,0,18.7632137964807,65.6712482876826,0,105.728659526128,0,0,0,35.2428865087093,70.4857730174186,17.6214432543547,0,0,7119.06307475928,740.100616682895
499.13,7534.83,1.7,0.05,1.7,41696,133,131305.19,0,5561.62652162652,80.994560994561,107.992747992748,1187.92022792023,107.992747992748,26.998186998187,0,0,269.98186998187,26.998186998187,0,296.980056980057,0,53.996373996374,53.996373996374,0,134.990934990935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.992747992748,188.987308987309,0,80.994560994561,0,107.992747992748,26.998186998187,0,0,0,161.989121989122,,0,0,0,26.998186998187,0,0,161.989121989122,0,0,0,0,0,269.98186998187,0,0,26.998186998187,0,0,0,26.998186998187,0,0,0,0,0,0,0,0,14.211412484066,0,0,0,0,0,80.994560994561,0,0,0,9098.38901838902,1187.92022792023
510.27,7780,1.6,0.05,2.1,41696,104,89552.6,0,5279.64545742324,0,21.2888929734808,1277.33357840885,0,0,0,21.2888929734808,63.8666789204424,0,42.5777859469616,255.466715681769,0,106.444464867404,63.8666789204424,127.733357840885,0,0,0,0,21.2888929734808,0,42.5777859469616,21.2888929734808,0,21.2888929734808,0,0,0,0,0,127.733357840885,149.022250814366,0,42.5777859469616,0,42.5777859469616,21.2888929734808,0,21.2888929734808,0,212.888929734808,,0,0,0,85.1555718939232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8470172921669,27.6940345843338,41.5410518765007,0,106.444464867404,0,0,0,21.2888929734808,63.8666789204424,0,0,0,8068.49043694922,716.380485417033
515.84,7903.54,1.6,0.05,2.8,41696,86,100755.8,0,1866.93977274983,112.579282778884,28.1448206947211,515.98837940322,18.7632137964807,0,0,0,46.9080344912018,18.7632137964807,0,28.1448206947211,0,0,18.7632137964807,0,46.9080344912018,0,9.38160689824037,0,0,0,0,9.38160689824037,0,0,0,0,0,0,0,93.8160689824037,37.5264275929615,0,0,0,18.7632137964807,9.38160689824037,0,0,0,75.0528551859229,,9.38160689824037,0,0,46.9080344912018,0,0,84.4344620841633,0,0,0,0,0,65.6712482876826,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1178453206748,0,0,18.7632137964807,0,0,0,18.7632137964807,0,18.7632137964807,0,0,3161.601524707,440.935524217297
521.41,8026.02,1.7,0.05,3.1,41696,69,86530.01,0,2558.05424713188,42.634237452198,56.8456499362641,1193.75864866155,14.211412484066,0,0,0,85.2684749043961,14.211412484066,0,42.634237452198,0,0,0,14.211412484066,14.211412484066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.11412484066,28.422824968132,0,14.211412484066,0,28.422824968132,0,0,0,0,14.211412484066,,0,0,0,99.4798873884621,0,0,0,0,0,0,0,0,85.2684749043961,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0439491598628,30.0439491598628,0,0,0,0,0,28.422824968132,28.422824968132,14.211412484066,0,0,4448.17210751266,412.130962037914
532.55,8272.1,1.6,0.05,2.4,41696,100,79883.77,0,3461.75432304172,27.6940345843338,69.2350864608344,996.985245036016,83.0821037530013,0,0,0,13.8470172921669,41.5410518765007,0,55.3880691686675,0,13.8470172921669,13.8470172921669,13.8470172921669,138.470172921669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5410518765007,27.6940345843338,0,13.8470172921669,0,69.2350864608344,13.8470172921669,0,0,0,13.8470172921669,,0,0,0,83.0821037530013,0,0,41.5410518765007,0,0,0,0,0,69.2350864608344,0,0,13.8470172921669,0,0,0,0,0,0,0,13.8470172921669,0,0,50.4031429434875,25.2015714717437,0,41.5410518765007,0,0,0,13.8470172921669,41.5410518765007,27.6940345843338,0,0,5331.10165748425,401.56350147284
543.69,8507.78,1.7,0.05,1.7,41696,160,115601.6,0,2888.5522118776,0,0,766.094282280582,0,0,0,0,0,0,12.5589226603374,37.6767679810122,0,25.1178453206748,25.1178453206748,37.6767679810122,0,0,0,0,0,0,0,0,0,37.6767679810122,0,0,0,0,0,25.1178453206748,50.2356906413496,0,25.1178453206748,0,37.6767679810122,25.1178453206748,0,0,0,87.9124586223618,,0,0,0,50.2356906413496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6320891904993,0,50.5283567619971,0,0,0,0,0,12.5589226603374,50.2356906413496,12.5589226603374,0,0,4131.88555525101,314.046233038597
554.83,8861.84,1.7,0.05,2.3,41696,148,100248.27,0,4536.63632313928,75.109872899657,45.0659237397942,1382.02166135369,60.0878983197256,0,0,0,45.0659237397942,30.0439491598628,0,45.0659237397942,0,0,45.0659237397942,15.0219745799314,90.1318474795884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1318474795884,45.0659237397942,0,30.0439491598628,0,75.109872899657,0,0,0,0,45.0659237397942,,0,0,0,75.109872899657,0,0,15.0219745799314,0,0,0,0,0,30.0439491598628,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0937962979313,10.0937962979313,0,0,0,0,15.0219745799314,0,45.0659237397942,0,0,0,6774.91053554906,405.593313658148
580,9133.67,1.4,0.05,1.8,41696,158,82172.01,0,2910.7815049864,63.0039286793593,63.0039286793593,1171.87307343608,25.2015714717437,0,0,0,0,37.8023572076156,0,0,0,0,25.2015714717437,12.6007857358719,63.0039286793593,12.6007857358719,0,0,0,0,12.6007857358719,12.6007857358719,0,0,0,0,25.2015714717437,0,0,75.6047144152312,50.4031429434875,0,0,0,63.0039286793593,12.6007857358719,0,12.6007857358719,0,50.4031429434875,,12.6007857358719,0,0,151.209428830462,0,0,0,0,0,0,0,0,0,0,0,12.6007857358719,25.2015714717437,0,0,0,0,0,0,0,0,0,0,9.94932481952123,0,25.2015714717437,0,0,0,12.6007857358719,0,0,0,0,4901.70565125416,466.229072227259
586.18,9384.83,1.4,0.05,3.9,41696,18,100172.79,0,3056.96558410083,101.056713523994,37.8962675714978,997.935046049443,0,0,0,12.6320891904993,0,0,12.6320891904993,0,12.6320891904993,25.2641783809985,0,25.2641783809985,88.4246243334949,0,12.6320891904993,0,0,0,12.6320891904993,0,0,0,0,0,0,0,0,101.056713523994,75.7925351429957,0,37.8962675714978,0,37.8962675714978,0,0,0,0,37.8962675714978,,0,0,0,25.2641783809985,0,0,0,0,0,0,0,0,37.8962675714978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2641783809985,12.6320891904993,37.8962675714978,25.2641783809985,25.2641783809985,12.6320891904993,4749.66553562773,353.69849733398
