depth,cal BP,density,accrate,weight,lycadd,lyc,CHAR,Abies,Pinus,Juniperus,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Dec_Querc,Mar_Querc,Ever_Querc,Pistacia,Rhamnus,Phillyrea,Buxus,Sambucus,Viburnum,Tamarix,Thymelaeaceae,Ephedra dist,Ephedra frag,Ericaceae,Hereda helix,Ilex aquifolium,Viscum album,Lonicera,Vitis,Oleaceae,Myrtus,Olea,Poaceae,Lygeum,Artemisia,Cicho,Astroi,Carduaceae,Rubiac,Centaurea,Chenopo,Caryphy,Plantago,Brassicac,Genitana,Saxifrag,Fabaceae,Genista,Lotus type,Trifolium type,Rosaceae,Potentilla,Boraginac,Sedum,Helianthem,Linum,Corydalis,Lamiaceae,Urticaceae,Rumex,Plumbagi,Berberidaceae,Euphorbiac,Primulac,Scrophulari,Papaver,Geraniac,Campanulac,Dipsacacea,Malvaceae,Violaceae,Convolvulaceae,Asphodelus,Liliaceae,Iridaceae,Erodium,Cytisus,Crassulaceae,Ranunculaceae,Cistaceae,Orobanchaceae,Galium,Apiaceae,Valerian,Cerealia,Polygon,Pinguicola,Droseraceae,Cannabis,Epilobium,Aristolochia,Cyperaceae,Ranunculus,Thalictrum,Lythrum,Juncus,Typha,Pedicularis,Sparganium,Lemna,Nymphaea,Myriophy,Potamogeton,Isoetes,Asplenium,Polypodium,Monolete_ornam,Monolete_indet,Botrychium,Selaginella,Trilete_ornam,Trilete_indet,Chaetomium,Podospora,Sordaria,Glomus,total,herb
438,4553.2,1.4,0.05,1.8,24200,2,21736.8722327689,2168.45878136202,42501.7921146957,3469.53405017924,0,10408.6021505377,1734.76702508962,0,0,0,0,0,0,0,1301.07526881722,0,0,0,6071.68458781367,0,3903.22580645165,0,0,0,0,0,0,0,0,0,433.691756272405,1301.07526881722,0,0,0,0,0,0,0,0,8673.8351254481,0,3469.53405017924,0,867.38351254481,0,0,0,1301.07526881722,867.38351254481,433.691756272405,433.691756272405,0,867.38351254481,9974.91039426532,10408.6021505377,867.38351254481,433.691756272405,1301.07526881722,0,0,0,0,0,0,3035.84229390683,867.38351254481,433.691756272405,0,433.691756272405,0,1301.07526881722,6939.06810035848,0,0,0,0,0,0,0,0,0,0,0,0,0,4336.91756272405,0,433.691756272405,0,1301.07526881722,0,0,0,0,0,0,0,0,0,867.38351254481,0,0,0,0,0,0,0,0,1301.07526881722,0,433.691756272405,0,0,433.691756272405,867.38351254481,0,0,0,0,0,0,0,0,132275.985663084,58982.0788530471
443,4661.7,1.5,0.05,3.7,24200,10,35486.409796601,271.266658363435,5380.12205754146,226.055548636196,0,949.433304272022,226.055548636196,0,0,45.2111097272391,90.4222194544783,0,0,0,45.2111097272391,45.2111097272391,0,0,90.4222194544783,497.322206999631,904.222194544783,0,0,0,0,0,45.2111097272391,45.2111097272391,0,0,0,90.4222194544783,0,45.2111097272391,0,0,0,0,0,0,1130.27774318098,0,452.111097272392,90.4222194544783,90.4222194544783,0,45.2111097272391,0,135.633329181717,0,0,90.4222194544783,0,45.2111097272391,949.433304272022,90.4222194544783,90.4222194544783,45.2111097272391,135.633329181717,0,45.2111097272391,0,45.2111097272391,0,0,226.055548636196,90.4222194544783,135.633329181717,0,0,45.2111097272391,45.2111097272391,406.899987545152,0,0,135.633329181717,0,0,0,0,0,90.4222194544783,0,0,0,90.4222194544783,90.4222194544783,0,0,45.2111097272391,135.633329181717,0,0,0,0,0,0,0,0,45.2111097272391,0,45.2111097272391,0,0,0,90.4222194544783,0,0,0,316.477768090674,45.2111097272391,0,45.2111097272391,0,0,135.633329181717,0,0,45.2111097272391,45.2111097272391,0,0,0,0,14015.4440154441,5018.43317972354
448,4770.2,1.5,0.05,2.7,24200,2,44231.7569165584,2788.01843317975,45847.4142345114,1858.67895545316,0,6195.59651817722,2788.01843317975,0,309.779825908861,0,0,0,0,309.779825908861,619.559651817722,619.559651817722,0,0,2168.45878136203,5576.03686635949,4956.47721454177,0,0,0,0,0,0,0,0,0,619.559651817722,309.779825908861,309.779825908861,0,0,0,0,0,0,0,7434.71582181266,0,3717.35791090633,0,619.559651817722,0,619.559651817722,0,1548.8991295443,619.559651817722,0,309.779825908861,0,0,5885.81669226836,619.559651817722,309.779825908861,929.339477726582,619.559651817722,0,309.779825908861,0,0,0,0,3097.79825908861,1239.11930363544,309.779825908861,0,0,0,0,1858.67895545316,0,0,0,0,0,0,0,0,309.779825908861,309.779825908861,0,0,0,309.779825908861,0,0,0,619.559651817722,0,0,0,0,0,0,0,0,309.779825908861,929.339477726582,0,0,0,0,619.559651817722,0,0,0,929.339477726582,309.779825908861,0,619.559651817722,0,0,309.779825908861,0,0,0,0,0,0,0,0,106874.039938557,31597.5422427038
458,4987.2,1.5,0.05,2.5,24200,3,40837.2628899997,1338.24884792628,22973.2718894011,446.08294930876,0,5352.99539170511,2007.37327188942,223.04147465438,0,223.04147465438,223.04147465438,0,0,0,446.08294930876,446.08294930876,0,0,2230.4147465438,6468.20276497701,4906.91244239636,0,0,0,223.04147465438,223.04147465438,0,223.04147465438,0,0,0,446.08294930876,0,0,0,0,0,0,0,0,2676.49769585256,0,1561.29032258066,0,0,0,223.04147465438,0,223.04147465438,223.04147465438,0,223.04147465438,0,0,8252.53456221205,223.04147465438,446.08294930876,446.08294930876,892.165898617519,0,0,892.165898617519,446.08294930876,0,0,1338.24884792628,669.124423963139,0,0,223.04147465438,0,669.124423963139,1338.24884792628,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.24884792628,0,0,0,0,0,0,0,0,0,0,0,0,223.04147465438,446.08294930876,223.04147465438,0,0,0,223.04147465438,0,0,0,892.165898617519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70704.1474654384,22304.147465438
468,5204.2,1.5,0.05,4.2,24200,1,60186.5202919162,2389.73008558264,69700.4608294937,796.576695194213,0,5177.74851876239,3584.59512837396,1593.15339038843,0,0,0,0,0,0,0,0,0,0,398.288347597107,2389.73008558264,1194.86504279132,0,0,0,0,0,0,0,0,0,0,1194.86504279132,0,0,0,0,0,0,0,0,6770.90190915081,0,796.576695194213,796.576695194213,796.576695194213,0,0,0,3186.30678077685,796.576695194213,0,398.288347597107,0,0,8762.34364713635,1194.86504279132,1593.15339038843,1991.44173798553,0,0,0,398.288347597107,0,0,0,3186.30678077685,796.576695194213,0,0,0,0,0,398.288347597107,0,0,0,0,0,0,0,0,398.288347597107,0,0,0,0,1194.86504279132,0,0,0,398.288347597107,0,0,0,0,0,0,0,0,398.288347597107,0,398.288347597107,0,0,0,0,0,0,0,3982.88347597107,0,0,398.288347597107,398.288347597107,0,1593.15339038843,0,0,0,398.288347597107,0,0,0,0,122274.522712312,33854.5095457541
478,5421.2,1.5,0.05,2.6,24200,4,30532.2391781552,1125.93052109182,16728.1105990785,482.541651896495,0,3056.0971286778,643.388869195326,160.847217298832,0,0,0,321.694434597663,0,160.847217298832,160.847217298832,643.388869195326,0,0,1930.16660758598,4825.41651896495,4825.41651896495,0,160.847217298832,0,0,0,0,160.847217298832,0,0,160.847217298832,1125.93052109182,0,0,0,0,0,0,0,0,2895.24991137897,0,160.847217298832,0,482.541651896495,0,0,0,643.388869195326,160.847217298832,0,160.847217298832,0,0,3538.63878057429,321.694434597663,804.236086494158,643.388869195326,965.083303792989,0,0,0,0,0,0,1125.93052109182,643.388869195326,321.694434597663,0,0,0,965.083303792989,804.236086494158,0,0,0,0,0,0,0,0,321.694434597663,0,0,0,321.694434597663,804.236086494158,0,0,0,321.694434597663,0,0,0,0,0,0,0,0,482.541651896495,160.847217298832,0,0,0,0,0,0,0,0,804.236086494158,0,0,160.847217298832,0,0,160.847217298832,0,0,0,160.847217298832,0,0,0,0,53079.5817086144,16406.4161644808
488,5638.2,1.5,0.05,3.4,24200,1,26068.8087228794,1476.00975874222,48216.3187855792,984.006505828146,0,12300.0813228518,2460.01626457037,0,0,0,0,0,0,492.003252914073,984.006505828146,1476.00975874222,0,0,4428.02927622666,12300.0813228518,13776.091081594,0,0,0,0,492.003252914073,0,0,0,0,0,492.003252914073,0,0,0,0,0,492.003252914073,0,0,4428.02927622666,0,1968.01301165629,0,492.003252914073,0,0,0,984.006505828146,492.003252914073,0,492.003252914073,0,0,9840.06505828146,1968.01301165629,984.006505828146,492.003252914073,2460.01626457037,0,0,0,492.003252914073,0,0,492.003252914073,984.006505828146,0,0,0,0,1968.01301165629,5412.0357820548,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.00975874222,0,0,0,984.006505828146,0,0,0,0,0,0,0,0,1476.00975874222,984.006505828146,0,0,0,0,0,0,0,0,2460.01626457037,492.003252914073,0,492.003252914073,0,0,492.003252914073,0,0,0,0,0,0,0,0,136776.904310112,36408.2407156414
498,5855.2,1.5,0.05,4.3,24200,1,26069.0563204815,778.051655771092,28398.8854356449,1167.07748365664,0,25286.6788125605,3112.20662308437,389.025827885546,0,0,0,0,0,0,389.025827885546,778.051655771092,0,0,7780.51655771092,7780.51655771092,7780.51655771092,0,389.025827885546,0,389.025827885546,0,0,389.025827885546,0,0,389.025827885546,389.025827885546,0,0,0,0,0,0,0,0,3890.25827885546,0,1945.12913942773,0,389.025827885546,0,0,0,1945.12913942773,389.025827885546,0,1556.10331154218,389.025827885546,778.051655771092,8169.54238559647,3501.23245096991,0,1167.07748365664,778.051655771092,0,0,389.025827885546,0,0,0,1945.12913942773,1167.07748365664,0,0,0,0,1945.12913942773,2723.18079519882,0,0,0,0,0,0,0,0,389.025827885546,0,0,0,0,2334.15496731328,0,0,0,778.051655771092,0,0,0,0,0,0,0,0,389.025827885546,1167.07748365664,0,0,0,0,389.025827885546,0,0,0,778.051655771092,0,0,0,0,0,389.025827885546,0,0,0,0,0,0,0,0,122154.109956062,36568.4278212413
508,6012.91,1.6,0.08,3.5,24200,1,37730.4279877793,0,53357.0109890103,2808.2637362637,0,85183.9999999988,13105.2307692306,0,0,936.087912087899,1872.1758241758,0,0,3744.3516483516,0,6552.61538461529,936.087912087899,0,11233.0549450548,28082.637362637,14041.3186813185,0,936.087912087899,0,936.087912087899,936.087912087899,0,936.087912087899,0,0,0,1872.1758241758,0,936.087912087899,0,0,0,936.087912087899,0,0,12169.1428571427,0,5616.52747252739,0,936.087912087899,0,0,0,8424.79120879109,1872.1758241758,0,3744.3516483516,0,1872.1758241758,15913.4945054943,5616.52747252739,1872.1758241758,0,3744.3516483516,0,0,1872.1758241758,0,0,0,2808.2637362637,1872.1758241758,0,0,0,0,3744.3516483516,3744.3516483516,936.087912087899,0,0,0,0,0,0,0,936.087912087899,936.087912087899,936.087912087899,0,0,2808.2637362637,0,0,0,4680.43956043949,0,0,0,0,0,0,0,0,936.087912087899,1872.1758241758,936.087912087899,0,0,0,1872.1758241758,0,0,0,4680.43956043949,0,0,0,0,0,936.087912087899,936.087912087899,0,0,0,0,0,0,0,316397.71428571,87056.1758241746
518,6131.09,1.6,0.08,3.4,24200,2,63672.0320385387,481.809954751125,34690.316742081,2890.85972850675,0,21681.4479638006,4818.09954751125,481.809954751125,0,1445.42986425337,963.619909502249,0,0,0,0,4336.28959276012,0,0,16381.5384615382,13008.8687782804,9636.19909502249,481.809954751125,0,0,0,481.809954751125,481.809954751125,0,0,0,0,481.809954751125,0,481.809954751125,0,0,0,0,0,0,11563.438914027,0,2409.04977375562,0,0,0,0,0,2409.04977375562,481.809954751125,481.809954751125,2409.04977375562,0,0,13008.8687782804,2890.85972850675,1927.2398190045,1445.42986425337,481.809954751125,0,0,963.619909502249,0,0,0,4336.28959276012,1445.42986425337,0,0,0,0,481.809954751125,3372.66968325787,0,0,481.809954751125,0,0,0,0,0,481.809954751125,0,0,0,963.619909502249,963.619909502249,0,0,481.809954751125,963.619909502249,0,0,0,0,0,0,0,0,963.619909502249,1927.2398190045,481.809954751125,0,0,0,481.809954751125,0,0,0,4336.28959276012,481.809954751125,0,0,0,0,0,0,0,0,0,0,0,0,0,167669.864253391,54444.5248868771
523.5,6196.09,1.6,0.08,3.2,24200,1,70222.6403490501,0,59383.0769230761,1023.84615384614,0,49144.6153846147,13309.9999999998,1023.84615384614,0,3071.53846153842,1023.84615384614,1023.84615384614,0,1023.84615384614,0,4095.38461538456,0,0,34810.7692307687,40953.8461538456,18429.2307692305,0,0,0,0,1023.84615384614,1023.84615384614,1023.84615384614,0,0,0,1023.84615384614,0,0,0,0,0,2047.69230769228,0,0,20476.9230769228,0,11262.3076923075,0,0,0,1023.84615384614,0,6143.07692307684,2047.69230769228,1023.84615384614,3071.53846153842,1023.84615384614,2047.69230769228,19453.0769230767,4095.38461538456,6143.07692307684,0,2047.69230769228,0,0,1023.84615384614,3071.53846153842,0,0,12286.1538461537,6143.07692307684,2047.69230769228,0,0,0,0,6143.07692307684,0,0,0,0,0,0,1023.84615384614,0,0,0,0,0,3071.53846153842,2047.69230769228,0,0,0,2047.69230769228,0,0,0,0,0,0,0,0,1023.84615384614,3071.53846153842,1023.84615384614,0,0,0,0,0,0,0,6143.07692307684,1023.84615384614,0,0,1023.84615384614,0,0,0,0,0,0,0,0,0,0,353226.923076918,118766.153846152
533.5,6314.27,1.6,0.08,3.2,24200,1,48484.4649002411,0,120813.846153844,1023.84615384614,0,52216.1538461531,6143.07692307684,1023.84615384614,0,0,1023.84615384614,0,0,1023.84615384614,0,1023.84615384614,0,0,26619.9999999996,20476.9230769228,18429.2307692305,1023.84615384614,0,0,1023.84615384614,0,1023.84615384614,2047.69230769228,0,1023.84615384614,0,1023.84615384614,0,0,0,0,0,0,0,0,14333.846153846,0,12286.1538461537,0,0,1023.84615384614,0,0,3071.53846153842,1023.84615384614,4095.38461538456,1023.84615384614,0,1023.84615384614,14333.846153846,4095.38461538456,2047.69230769228,0,1023.84615384614,0,0,1023.84615384614,0,0,0,8190.76923076912,4095.38461538456,1023.84615384614,0,0,0,2047.69230769228,5119.2307692307,0,0,1023.84615384614,0,0,0,0,0,0,0,0,0,1023.84615384614,6143.07692307684,0,0,0,0,0,0,0,0,0,0,0,0,1023.84615384614,1023.84615384614,1023.84615384614,0,0,0,0,0,0,0,4095.38461538456,1023.84615384614,0,0,0,0,0,0,0,0,0,0,0,0,0,346059.999999995,89074.6153846141
546.5,6467.91,1.7,0.08,2,24200,1,54260.9299696472,0,187978.153846151,1740.53846153844,0,106172.846153845,27848.615384615,3481.07692307687,0,1740.53846153844,0,0,0,1740.53846153844,0,5221.61538461531,0,0,62659.3846153837,17405.3846153844,13924.3076923075,0,0,0,1740.53846153844,0,1740.53846153844,3481.07692307687,0,0,0,1740.53846153844,1740.53846153844,0,0,0,0,0,0,0,29589.1538461534,0,24367.5384615381,0,1740.53846153844,0,1740.53846153844,0,3481.07692307687,1740.53846153844,1740.53846153844,1740.53846153844,1740.53846153844,1740.53846153844,33070.2307692303,10443.2307692306,1740.53846153844,0,5221.61538461531,0,0,5221.61538461531,1740.53846153844,0,0,15664.8461538459,1740.53846153844,1740.53846153844,0,0,0,6962.15384615375,8702.69230769219,0,0,1740.53846153844,0,0,0,0,0,1740.53846153844,0,0,0,6962.15384615375,6962.15384615375,0,0,0,3481.07692307687,0,0,0,0,0,0,0,0,1740.53846153844,1740.53846153844,1740.53846153844,0,0,0,1740.53846153844,0,0,0,13924.3076923075,0,0,0,0,0,1740.53846153844,0,0,0,0,0,0,0,0,623112.769230761,182756.538461536
556.5,6586.09,1.8,0.08,3.2,24200,1,59919.575642844,0,79476.0576923066,3455.48076923072,0,73716.923076922,18429.2307692305,2303.65384615381,0,6910.96153846144,2303.65384615381,2303.65384615381,1151.82692307691,2303.65384615381,0,2303.65384615381,0,0,46073.0769230763,28795.6730769227,11518.2692307691,0,0,0,1151.82692307691,2303.65384615381,0,0,0,0,0,0,1151.82692307691,1151.82692307691,0,0,0,0,0,0,26492.0192307689,0,9214.61538461526,0,1151.82692307691,0,2303.65384615381,0,1151.82692307691,1151.82692307691,1151.82692307691,4607.30769230763,1151.82692307691,0,19581.0576923074,3455.48076923072,0,1151.82692307691,5759.13461538453,0,2303.65384615381,2303.65384615381,1151.82692307691,0,0,9214.61538461526,5759.13461538453,1151.82692307691,0,0,0,1151.82692307691,8062.78846153835,0,0,0,0,0,0,0,0,1151.82692307691,0,0,0,0,2303.65384615381,0,0,0,4607.30769230763,0,0,0,0,0,0,0,0,1151.82692307691,3455.48076923072,1151.82692307691,0,1151.82692307691,0,0,0,0,0,10366.4423076922,2303.65384615381,0,0,0,0,0,0,0,0,0,0,0,0,0,404291.249999994,117486.346153845
566.5,6681.7,1.8,0.16,3.3,24200,1,125366.264310589,0,162490.140845077,2138.02816901417,0,115453.521126765,36346.4788732408,0,0,2138.02816901417,2138.02816901417,0,0,4276.05633802834,0,14966.1971830992,0,0,85521.1267605667,38484.507042255,25656.33802817,0,0,0,0,0,2138.02816901417,2138.02816901417,0,0,0,2138.02816901417,0,0,0,0,0,0,0,0,36346.4788732408,0,10690.1408450708,0,0,2138.02816901417,2138.02816901417,0,2138.02816901417,4276.05633802834,2138.02816901417,8552.11267605667,4276.05633802834,6414.0845070425,14966.1971830992,10690.1408450708,2138.02816901417,0,23518.3098591558,0,0,4276.05633802834,0,0,0,27794.3661971842,0,2138.02816901417,0,0,0,14966.1971830992,10690.1408450708,0,0,0,0,0,0,0,0,6414.0845070425,0,0,0,6414.0845070425,8552.11267605667,0,0,0,12828.169014085,0,0,0,0,0,0,0,0,2138.02816901417,4276.05633802834,0,0,0,0,2138.02816901417,0,0,0,23518.3098591558,2138.02816901417,0,0,0,0,2138.02816901417,0,0,0,0,0,0,0,0,720515.492957774,224492.957746488
576.5,6743.43,1.9,0.16,4,24200,17,222090.355663299,0,8980.76636288353,547.607705053874,0,4380.86164043099,1752.3446561724,0,0,219.043082021549,328.564623032324,109.521541010775,0,0,0,657.129246064648,0,0,3395.16777133402,2409.47390223704,1095.21541010775,0,0,0,0,0,0,219.043082021549,0,0,109.521541010775,109.521541010775,0,0,0,0,0,0,0,0,2957.08160729092,0,219.043082021549,219.043082021549,219.043082021549,0,0,0,438.086164043099,0,109.521541010775,438.086164043099,0,0,1861.86619718317,219.043082021549,109.521541010775,219.043082021549,328.564623032324,0,0,328.564623032324,0,0,0,1204.73695111852,438.086164043099,109.521541010775,0,0,0,547.607705053874,1095.21541010775,109.521541010775,0,0,0,0,0,0,0,109.521541010775,109.521541010775,0,0,328.564623032324,547.607705053874,0,0,0,438.086164043099,0,0,0,0,0,0,0,0,219.043082021549,0,109.521541010775,0,0,0,219.043082021549,0,0,0,1423.78003314007,109.521541010775,0,0,0,0,0,0,0,0,0,0,0,0,0,37018.2808616418,12704.4987572499
586.5,6805.17,1.8,0.16,4.1,24200,1,92945.8331615348,0,142830.711095849,1720.85194091384,0,77438.3373411229,27533.6310546215,3441.70388182768,0,3441.70388182768,5162.55582274153,0,0,5162.55582274153,0,10325.1116454831,0,0,51625.5582274153,25812.7791137076,20650.2232909661,0,0,0,3441.70388182768,1720.85194091384,1720.85194091384,1720.85194091384,0,0,0,0,0,0,0,0,0,0,0,0,20650.2232909661,0,15487.6674682246,1720.85194091384,0,1720.85194091384,1720.85194091384,0,3441.70388182768,8604.25970456921,0,6883.40776365537,1720.85194091384,1720.85194091384,25812.7791137076,5162.55582274153,0,3441.70388182768,12045.9635863969,0,0,3441.70388182768,5162.55582274153,0,0,17208.5194091384,5162.55582274153,3441.70388182768,0,1720.85194091384,0,6883.40776365537,8604.25970456921,0,0,0,0,0,0,0,0,0,0,0,0,3441.70388182768,5162.55582274153,0,0,0,5162.55582274153,0,0,0,0,0,0,0,0,3441.70388182768,6883.40776365537,0,0,0,1720.85194091384,1720.85194091384,0,0,0,15487.6674682246,0,0,1720.85194091384,0,0,1720.85194091384,0,0,0,0,0,0,0,0,559276.880796999,175526.897973212
596.5,6866.91,2.1,0.16,4.7,24200,1,116097.289032336,0,133103.626011393,7005.45400059961,0,101579.083008694,40281.3605034478,0,0,3502.72700029981,1751.3635001499,0,1751.3635001499,1751.3635001499,0,12259.5445010493,0,0,49038.1780041973,26270.4525022485,14010.9080011992,0,0,0,0,0,1751.3635001499,1751.3635001499,0,3502.72700029981,0,1751.3635001499,0,0,0,0,0,0,0,0,29773.1795025483,0,19264.9985016489,7005.45400059961,3502.72700029981,1751.3635001499,1751.3635001499,0,3502.72700029981,5254.09050044971,0,3502.72700029981,1751.3635001499,1751.3635001499,36778.633503148,5254.09050044971,0,5254.09050044971,7005.45400059961,0,1751.3635001499,0,0,0,0,17513.635001499,7005.45400059961,3502.72700029981,0,0,0,3502.72700029981,12259.5445010493,0,0,0,0,0,0,0,0,0,0,0,0,5254.09050044971,1751.3635001499,0,0,0,7005.45400059961,0,0,0,0,0,0,0,0,7005.45400059961,1751.3635001499,1751.3635001499,0,0,0,0,0,0,0,10508.1810008994,3502.72700029981,0,0,0,0,3502.72700029981,0,0,1751.3635001499,0,0,0,0,0,593712.226550817,192649.985016489
606.5,6928.65,1.9,0.16,4.9,24200,1,100664.825780737,0,129190.715722914,10639.2354124753,0,65355.3032480623,28877.9246910043,1519.89077321075,0,7599.45386605376,3039.7815464215,1519.89077321075,1519.89077321075,1519.89077321075,0,4559.67231963225,0,0,60795.6309284301,6079.563092843,12159.126185686,1519.89077321075,0,0,0,4559.67231963225,3039.7815464215,0,0,3039.7815464215,0,1519.89077321075,1519.89077321075,0,0,0,0,0,0,0,16718.7985053183,0,10639.2354124753,0,1519.89077321075,0,0,0,1519.89077321075,1519.89077321075,1519.89077321075,6079.563092843,0,0,31917.7062374258,4559.67231963225,3039.7815464215,0,9119.34463926451,3039.7815464215,1519.89077321075,1519.89077321075,3039.7815464215,0,0,15198.9077321075,1519.89077321075,0,0,0,0,4559.67231963225,18238.689278529,0,0,0,0,0,0,0,0,1519.89077321075,0,0,0,1519.89077321075,6079.563092843,0,0,0,1519.89077321075,0,0,0,0,0,0,0,0,1519.89077321075,1519.89077321075,1519.89077321075,0,0,0,0,0,0,0,7599.45386605376,3039.7815464215,0,0,0,0,0,0,0,0,0,0,0,0,0,497004.282839916,147429.405001443
616.5,6990.39,2,0.16,5.9,24200,1,116424.100427987,0,120913.344473626,2657.4361422775,1328.71807113875,67764.6216280761,22588.2072093587,0,0,6643.59035569374,2657.4361422775,0,0,1328.71807113875,0,6643.59035569374,0,0,37204.1059918849,22588.2072093587,10629.74456911,1328.71807113875,0,0,0,0,0,1328.71807113875,0,0,1328.71807113875,1328.71807113875,0,0,0,0,0,0,0,0,14615.8987825262,0,9301.02649797123,1328.71807113875,1328.71807113875,0,1328.71807113875,0,2657.4361422775,1328.71807113875,0,3986.15421341624,1328.71807113875,2657.4361422775,21259.48913822,3986.15421341624,0,1328.71807113875,6643.59035569374,0,0,2657.4361422775,1328.71807113875,0,0,11958.4626402487,5314.87228455499,0,0,2657.4361422775,0,5314.87228455499,7972.30842683249,0,0,0,0,0,0,0,0,2657.4361422775,1328.71807113875,0,0,5314.87228455499,3986.15421341624,1328.71807113875,1328.71807113875,0,10629.74456911,1328.71807113875,0,0,0,0,0,0,0,1328.71807113875,5314.87228455499,1328.71807113875,0,0,0,0,0,0,0,11958.4626402487,1328.71807113875,0,0,0,0,1328.71807113875,0,0,0,1328.71807113875,0,0,0,0,446449.271902619,138186.67939843
626.5,7052.13,2,0.16,3.3,24200,28,113889.348157953,0,10774.9832327301,424.211938296462,0,3478.53789403099,1781.69014084514,84.8423876592924,0,169.684775318585,0,0,0,84.8423876592924,0,424.211938296462,0,0,1696.84775318585,1781.69014084514,678.739101274339,0,0,0,0,0,0,84.8423876592924,0,0,0,0,0,0,0,0,0,0,0,0,933.266264252216,0,254.527162977877,84.8423876592924,169.684775318585,169.684775318585,84.8423876592924,0,254.527162977877,0,0,0,0,0,1272.63581488939,84.8423876592924,84.8423876592924,84.8423876592924,509.054325955754,0,0,254.527162977877,254.527162977877,0,0,509.054325955754,0,0,0,0,0,0,169.684775318585,0,0,0,0,0,0,84.8423876592924,0,678.739101274339,84.8423876592924,0,0,254.527162977877,0,0,0,0,509.054325955754,0,0,0,0,0,0,0,0,0,84.8423876592924,0,0,0,0,0,0,0,0,509.054325955754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28252.5150905443,6787.39101274339
636.5,7113.87,2,0.16,4.7,24200,13,110772.187999819,0,10007.791429428,384.915054978001,0,6671.86095295201,2437.795348194,256.610036652,0,0,128.305018326,384.915054978001,0,0,0,769.830109956001,0,0,3079.320439824,384.915054978001,384.915054978001,0,0,0,0,0,0,256.610036652,0,0,0,0,0,0,0,0,0,128.305018326,0,0,1667.965238238,0,898.135128282001,769.830109956001,0,128.305018326,256.610036652,0,256.610036652,256.610036652,0,513.220073304001,0,128.305018326,1796.270256564,384.915054978001,128.305018326,384.915054978001,641.525091630001,0,0,128.305018326,384.915054978001,0,0,1667.965238238,128.305018326,0,0,128.305018326,0,128.305018326,0,0,0,0,0,0,0,128.305018326,0,256.610036652,128.305018326,0,0,128.305018326,641.525091630001,128.305018326,0,0,898.135128282001,128.305018326,0,0,0,0,0,0,0,513.220073304001,256.610036652,0,0,0,0,128.305018326,0,0,0,641.525091630001,0,0,0,0,0,128.305018326,0,0,0,0,0,0,0,0,38491.5054978,13215.416887578
646.5,7175.61,1.8,0.16,3.5,24200,4,97700.4618569114,503.963782696197,42836.9215291767,503.963782696197,0,26710.0804828984,7559.45674044295,0,0,503.963782696197,0,503.963782696197,0,1007.92756539239,0,2015.85513078479,0,0,14110.9859154935,12095.1307847087,5039.63782696197,503.963782696197,0,0,0,0,503.963782696197,1007.92756539239,0,503.963782696197,0,503.963782696197,0,0,0,0,0,0,0,0,6047.56539235436,0,2015.85513078479,0,0,0,0,0,1007.92756539239,503.963782696197,0,1007.92756539239,0,503.963782696197,15622.8772635821,503.963782696197,0,0,2015.85513078479,0,0,503.963782696197,0,0,0,10079.2756539239,503.963782696197,0,0,0,0,1007.92756539239,1511.89134808859,503.963782696197,0,0,0,0,0,0,0,503.963782696197,0,0,0,1007.92756539239,1511.89134808859,0,0,0,1511.89134808859,0,0,0,0,0,0,0,0,503.963782696197,1007.92756539239,0,0,0,0,0,503.963782696197,0,0,2015.85513078479,1007.92756539239,0,0,0,0,503.963782696197,0,0,0,503.963782696197,0,0,0,0,164292.19315896,47876.5593561387
656.5,7237.35,1.9,0.16,4.4,24200,16,106514.03879025,0,12059.8151408455,317.36355633804,0,4337.30193661989,2433.12059859164,211.57570422536,0,211.57570422536,0,0,0,211.57570422536,0,211.57570422536,0,0,3173.6355633804,1269.45422535216,634.727112676081,0,0,0,0,0,0,105.78785211268,0,0,105.78785211268,0,0,0,0,0,0,0,0,0,528.939260563401,0,634.727112676081,0,211.57570422536,105.78785211268,0,0,105.78785211268,211.57570422536,0,105.78785211268,0,105.78785211268,1904.18133802824,0,0,105.78785211268,740.514964788761,0,0,105.78785211268,0,0,0,1163.66637323948,952.090669014121,0,0,105.78785211268,0,105.78785211268,211.57570422536,0,0,0,0,0,0,0,0,105.78785211268,0,0,0,0,317.36355633804,0,0,0,211.57570422536,0,0,0,0,0,0,0,0,105.78785211268,105.78785211268,0,0,0,0,0,0,0,0,634.727112676081,105.78785211268,0,0,0,0,0,0,0,0,423.151408450721,0,0,0,0,33323.1734154942,8039.87676056369
