depth,cal BP,density,accrate,weight,lycadd,lyc,CHAR,Abies,Pinus,Juniperus,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Dec_Querc,Mar_Querc,Ever_Querc,Pistacia,Rhamnus,Phillyrea,Buxus,Sambucus,Viburnum,Tamarix,Thymelaeaceae,Ephedra dist,Ephedra frag,Ericaceae,Hereda helix,Ilex aquifolium,Viscum album,Lonicera,Vitis,Oleaceae,Myrtus,Olea,Poaceae,Lygeum,Artemisia,Cicho,Astroi,Carduaceae,Rubiac,Centaurea,Chenopo,Caryphy,Plantago,Brassicac,Genitana,Saxifrag,Fabaceae,Genista,Lotus type,Trifolium type,Rosaceae,Potentilla,Boraginac,Sedum,Helianthem,Linum,Corydalis,Lamiaceae,Urticaceae,Rumex,Plumbagi,Berberidaceae,Euphorbiac,Primulac,Scrophulari,Papaver,Geraniac,Campanulac,Dipsacacea,Malvaceae,Violaceae,Convolvulaceae,Asphodelus,Liliaceae,Iridaceae,Erodium,Cytisus,Crassulaceae,Ranunculaceae,Cistaceae,Orobanchaceae,Galium,Apiaceae,Valerian,Cerealia,Polygon,Pinguicola,Droseraceae,Cannabis,Epilobium,Aristolochia,Cyperaceae,Ranunculus,Thalictrum,Lythrum,Juncus,Typha,Pedicularis,Sparganium,Lemna,Nymphaea,Myriophy,Potamogeton,Isoetes,Asplenium,Polypodium,Monolete_ornam,Monolete_indet,Botrychium,Selaginella,Trilete_ornam,Trilete_indet,Chaetomium,Podospora,Sordaria,Glomus,total,herb
54,277.15,1.4,0.09,2.3,24200,33,14362.8075904843,115.087071848691,5792.71594971745,76.7247145657941,0,115.087071848691,38.362357282897,0,0,0,0,0,0,0,76.7247145657941,0,0,38.362357282897,76.7247145657941,76.7247145657941,115.087071848691,0,0,38.362357282897,38.362357282897,0,0,0,0,0,38.362357282897,191.811786414485,0,0,0,0,38.362357282897,38.362357282897,0,421.985930111867,805.609502940838,0,268.536500980279,575.435359243456,230.174143697382,0,0,38.362357282897,153.449429131588,38.362357282897,38.362357282897,38.362357282897,0,76.7247145657941,537.073001960559,268.536500980279,38.362357282897,76.7247145657941,38.362357282897,0,0,0,0,0,0,38.362357282897,38.362357282897,0,0,38.362357282897,0,153.449429131588,0,0,0,0,0,0,0,0,0,0,38.362357282897,0,0,0,115.087071848691,0,0,38.362357282897,191.811786414485,0,0,0,0,0,0,0,0,115.087071848691,115.087071848691,38.362357282897,0,0,0,0,0,0,0,76.7247145657941,38.362357282897,0,0,0,0,76.7247145657941,76.7247145657941,38.362357282897,38.362357282897,38.362357282897,0,0,0,0,11201.8083266059,3874.5980855726
59,426.19,1.4,0.11,1,24200,42,35636.6262120224,86.7700275555248,7462.22236977513,520.620165333149,0,173.54005511105,86.7700275555248,0,0,0,0,86.7700275555248,0,1214.78038577735,173.54005511105,0,0,0,1475.09046844392,607.390192888674,867.700275555248,0,0,0,0,0,0,86.7700275555248,0,0,86.7700275555248,433.850137777624,0,0,0,0,86.7700275555248,520.620165333149,0,3123.72099199889,2429.56077155469,0,954.470303110773,86.7700275555248,260.310082666574,0,0,0,780.930247999723,173.54005511105,260.310082666574,260.310082666574,0,0,1561.86049599945,173.54005511105,0,173.54005511105,86.7700275555248,0,0,86.7700275555248,86.7700275555248,0,0,867.700275555248,607.390192888674,86.7700275555248,0,86.7700275555248,0,347.080110222099,260.310082666574,0,0,0,0,0,0,86.7700275555248,0,0,0,0,0,0,520.620165333149,0,0,0,260.310082666574,0,86.7700275555248,0,0,0,0,0,0,260.310082666574,347.080110222099,260.310082666574,0,86.7700275555248,0,0,86.7700275555248,0,0,0,86.7700275555248,0,0,0,0,86.7700275555248,0,0,0,86.7700275555248,0,0,0,0,27679.6387902124,10585.943361774
69,521.89,1.4,0.14,1.5,24200,52,29987.0704656108,0,9492.33270794234,355.962476547838,0,118.654158849279,0,0,0,0,118.654158849279,0,0,355.962476547838,177.981238273919,0,59.3270794246396,0,474.616635397117,296.635397123198,771.252032520315,0,0,0,0,0,0,0,0,0,0,296.635397123198,0,0,0,0,59.3270794246396,118.654158849279,0,1127.21450906815,1186.54158849279,0,949.233270794234,177.981238273919,118.654158849279,118.654158849279,0,0,355.962476547838,118.654158849279,177.981238273919,237.308317698558,0,0,1245.86866791743,237.308317698558,59.3270794246396,59.3270794246396,296.635397123198,0,0,0,0,0,0,296.635397123198,237.308317698558,0,0,0,0,59.3270794246396,296.635397123198,0,0,0,0,0,0,0,0,0,0,0,0,0,177.981238273919,0,0,0,177.981238273919,0,59.3270794246396,0,0,0,0,0,0,59.3270794246396,0,59.3270794246396,0,0,0,59.3270794246396,0,0,0,59.3270794246396,0,0,0,0,0,59.3270794246396,118.654158849279,59.3270794246396,59.3270794246396,0,0,0,0,0,20467.8424015007,6644.63289555964
79,595.11,1.4,0.14,2.6,24200,29,48636.3706704336,0,9819.65452545759,368.23704470466,0,306.86420392055,122.74568156822,0,0,0,184.11852235233,0,0,0,61.3728407841099,0,0,0,1227.4568156822,675.101248625209,981.965452545759,0,0,0,0,0,0,0,0,61.3728407841099,0,306.86420392055,0,0,0,0,0,0,0,490.98272627288,1104.71113411398,0,1963.93090509152,122.74568156822,245.49136313644,0,0,0,675.101248625209,0,61.3728407841099,61.3728407841099,0,61.3728407841099,490.98272627288,368.23704470466,61.3728407841099,0,429.60988548877,0,0,0,61.3728407841099,0,0,859.219770977539,245.49136313644,0,0,0,0,184.11852235233,368.23704470466,0,0,0,0,0,0,0,0,0,0,0,0,61.3728407841099,306.86420392055,0,0,122.74568156822,0,0,0,0,0,0,0,0,0,306.86420392055,245.49136313644,122.74568156822,0,0,0,61.3728407841099,0,0,0,0,0,0,61.3728407841099,0,0,61.3728407841099,122.74568156822,0,0,61.3728407841099,0,0,0,0,22462.4597269842,7855.72362036607
89,668.32,1.4,0.14,2.7,24200,14,31149.5905844552,122.420957542907,16404.4083107496,1224.20957542907,0,1101.78861788616,489.683830171628,0,0,0,0,0,0,122.420957542907,1224.20957542907,0,0,0,856.94670280035,1346.63053297198,1591.47244805779,0,122.420957542907,0,0,0,0,0,0,0,244.841915085814,1346.63053297198,0,0,0,0,122.420957542907,367.262872628721,0,489.683830171628,1469.05149051489,0,4774.41734417338,612.104787714536,367.262872628721,0,0,0,1836.31436314361,122.420957542907,0,122.420957542907,0,0,1469.05149051489,489.683830171628,489.683830171628,122.420957542907,367.262872628721,0,0,0,122.420957542907,0,0,734.525745257443,612.104787714536,122.420957542907,0,0,0,122.420957542907,734.525745257443,0,0,0,0,0,0,0,0,122.420957542907,0,0,0,0,489.683830171628,0,0,0,244.841915085814,0,0,0,0,0,0,0,0,856.94670280035,0,244.841915085814,0,0,0,0,0,0,0,489.683830171628,0,0,0,0,0,122.420957542907,122.420957542907,0,0,0,0,0,0,0,42724.9141824746,15547.4616079492
99,741.54,1.4,0.14,2.4,24200,15,49350.3926174401,128.542005420053,15810.6666666665,1928.13008130079,0,1028.33604336042,385.626016260158,0,0,128.542005420053,0,0,0,0,128.542005420053,0,0,0,2956.46612466121,899.794037940367,642.710027100263,128.542005420053,0,0,0,0,0,257.084010840105,0,0,128.542005420053,771.252032520315,0,0,0,0,0,257.084010840105,0,1028.33604336042,3727.71815718152,0,3470.63414634142,0,128.542005420053,0,0,0,1799.58807588074,257.084010840105,0,257.084010840105,0,0,1671.04607046068,385.626016260158,128.542005420053,128.542005420053,257.084010840105,0,0,0,0,0,0,385.626016260158,257.084010840105,128.542005420053,0,0,0,128.542005420053,1156.87804878047,0,0,0,0,0,0,0,0,0,0,0,0,0,514.16802168021,0,0,0,0,0,257.084010840105,257.084010840105,0,0,0,0,128.542005420053,514.16802168021,514.16802168021,514.16802168021,0,0,0,0,0,0,0,257.084010840105,0,0,0,0,0,128.542005420053,0,0,0,0,0,0,0,0,42033.2357723572,15425.0406504063
109,814.75,1.3,0.14,2.6,24200,19,34904.2886775539,0,12090.680359435,1043.79974326058,0,608.88318356867,260.949935815144,0,0,0,86.9833119383814,0,0,0,347.933247753526,0,86.9833119383814,0,434.916559691907,173.966623876763,260.949935815144,0,0,0,0,0,0,173.966623876763,0,0,173.966623876763,173.966623876763,0,0,0,0,86.9833119383814,86.9833119383814,0,0,1130.78305519896,0,4958.04878048774,173.966623876763,86.9833119383814,0,0,0,260.949935815144,86.9833119383814,434.916559691907,0,0,0,1478.71630295248,0,347.933247753526,173.966623876763,86.9833119383814,0,0,173.966623876763,0,0,0,608.88318356867,347.933247753526,86.9833119383814,0,0,0,86.9833119383814,434.916559691907,0,0,0,0,0,0,0,0,0,0,0,0,0,434.916559691907,0,0,0,0,0,0,0,0,0,0,0,0,173.966623876763,173.966623876763,260.949935815144,0,0,0,86.9833119383814,0,0,0,86.9833119383814,0,0,86.9833119383814,0,0,86.9833119383814,0,0,0,86.9833119383814,0,0,0,0,27486.7265725285,11394.813863928
119,887.96,1.4,0.14,2.9,24200,19,40777.3945145086,0,12765.5508830949,923.822761276602,0,671.871099110256,167.967774777564,0,0,0,83.983887388782,0,0,167.967774777564,335.935549555128,0,0,0,755.854986499038,335.935549555128,419.91943694391,0,0,0,0,0,0,0,0,0,0,671.871099110256,0,0,0,0,83.983887388782,167.967774777564,0,83.983887388782,3023.41994599615,0,2855.45217121859,251.951662166346,167.967774777564,0,0,0,923.822761276602,83.983887388782,0,0,0,0,2099.59718471955,419.91943694391,83.983887388782,167.967774777564,419.91943694391,0,83.983887388782,0,0,0,0,419.91943694391,251.951662166346,0,0,0,0,167.967774777564,923.822761276602,0,0,0,0,0,0,0,0,83.983887388782,0,0,0,0,335.935549555128,0,0,0,83.983887388782,83.983887388782,167.967774777564,0,0,0,0,0,0,587.887211721474,335.935549555128,167.967774777564,0,0,0,83.983887388782,0,0,0,419.91943694391,0,0,0,0,0,0,167.967774777564,83.983887388782,0,83.983887388782,0,0,0,0,30738.1027842942,13101.48643265
129,961.18,1.4,0.14,2.7,24200,22,33593.9490216149,0,8569.4670280035,856.94670280035,0,1012.7551942186,77.9042457091227,0,0,0,155.808491418245,0,0,77.9042457091227,856.94670280035,0,77.9042457091227,0,856.94670280035,545.329719963859,856.94670280035,77.9042457091227,0,0,0,77.9042457091227,0,311.616982836491,0,0,0,623.233965672982,0,0,0,0,311.616982836491,77.9042457091227,0,155.808491418245,2726.64859981929,0,1558.08491418245,77.9042457091227,155.808491418245,0,0,0,389.521228545614,311.616982836491,233.712737127368,77.9042457091227,0,0,856.94670280035,467.425474254736,233.712737127368,311.616982836491,233.712737127368,0,0,77.9042457091227,0,0,0,1246.46793134596,311.616982836491,233.712737127368,0,0,0,389.521228545614,311.616982836491,0,0,0,0,0,0,77.9042457091227,0,233.712737127368,77.9042457091227,0,0,0,467.425474254736,0,0,0,311.616982836491,77.9042457091227,311.616982836491,0,0,0,0,0,77.9042457091227,545.329719963859,311.616982836491,155.808491418245,0,0,0,77.9042457091227,0,0,0,545.329719963859,0,0,0,0,0,77.9042457091227,0,0,0,77.9042457091227,0,0,0,0,27422.2944896112,11841.4453477867
139,1034.39,1.5,0.14,2.1,24200,14,69961.6663405356,337.282229965152,27657.1428571425,843.205574912881,0,2698.25783972122,843.205574912881,0,0,0,168.641114982576,0,0,0,0,0,168.641114982576,0,2023.69337979091,1349.12891986061,674.564459930305,0,0,0,0,168.641114982576,0,505.923344947728,0,0,168.641114982576,505.923344947728,0,0,0,0,0,168.641114982576,0,337.282229965152,5396.51567944244,0,5902.43902439017,1011.84668989546,505.923344947729,0,0,0,1349.12891986061,168.641114982576,843.205574912881,168.641114982576,0,0,2698.25783972122,0,168.641114982576,168.641114982576,843.205574912881,0,0,0,168.641114982576,0,0,1349.12891986061,1011.84668989546,168.641114982576,0,0,0,505.923344947728,168.641114982576,0,0,0,0,0,0,0,0,168.641114982576,0,0,0,0,1011.84668989546,0,0,0,505.923344947728,0,168.641114982576,168.641114982576,0,0,0,0,0,674.564459930305,674.564459930305,337.282229965152,0,168.641114982576,0,0,0,0,0,674.564459930305,0,0,0,0,0,168.641114982576,168.641114982576,0,0,0,0,0,0,0,63240.418118466,24621.6027874561
149,1107.61,1.6,0.14,3.5,24200,3,61683.5032383468,503.674796747961,63463.0243902431,3022.04878048777,0,5036.74796747961,4533.07317073165,0,0,0,503.674796747961,0,0,503.674796747961,2014.69918699184,0,503.674796747961,1007.34959349592,2518.3739837398,2014.69918699184,1511.02439024388,503.674796747961,0,0,0,503.674796747961,0,1007.34959349592,0,0,0,2518.3739837398,0,0,0,0,503.674796747961,0,0,503.674796747961,18132.2926829266,0,8562.47154471534,1007.34959349592,3022.04878048777,503.674796747961,503.674796747961,503.674796747961,2518.3739837398,1511.02439024388,3022.04878048777,0,0,503.674796747961,7051.44715447145,1511.02439024388,2014.69918699184,2014.69918699184,503.674796747961,0,0,503.674796747961,1007.34959349592,0,0,5036.74796747961,2518.3739837398,0,0,0,0,2518.3739837398,1511.02439024388,0,0,503.674796747961,0,0,0,0,0,0,503.674796747961,0,0,0,4029.39837398369,0,0,0,503.674796747961,0,0,0,0,0,0,0,0,2014.69918699184,2014.69918699184,503.674796747961,0,0,0,503.674796747961,0,0,0,503.674796747961,1511.02439024388,0,0,0,0,503.674796747961,1007.34959349592,0,0,0,0,0,0,0,164197.983739835,71521.8211382104
159,1180.82,1.4,0.14,2.8,24200,30,90404.1488613369,55.0894308943082,4572.42276422758,385.626016260158,0,771.252032520315,165.268292682925,0,0,55.0894308943082,165.268292682925,110.178861788616,0,55.0894308943082,495.804878048774,0,55.0894308943082,110.178861788616,936.52032520324,550.894308943082,495.804878048774,0,55.0894308943082,110.178861788616,165.268292682925,0,0,165.268292682925,0,0,0,165.268292682925,0,0,0,0,165.268292682925,0,0,165.268292682925,2203.57723577233,0,1101.78861788616,0,110.178861788616,0,0,0,275.447154471541,55.0894308943082,110.178861788616,0,0,0,605.98373983739,165.268292682925,110.178861788616,165.268292682925,165.268292682925,0,0,55.0894308943082,55.0894308943082,0,0,440.715447154466,165.268292682925,385.626016260158,0,55.0894308943082,0,165.268292682925,220.357723577233,55.0894308943082,0,0,0,0,0,0,0,0,0,0,0,0,330.536585365849,0,0,55.0894308943082,165.268292682925,0,220.357723577233,0,0,0,0,0,0,220.357723577233,330.536585365849,165.268292682925,0,0,0,55.0894308943082,0,0,0,330.536585365849,55.0894308943082,0,0,0,0,110.178861788616,55.0894308943082,0,0,0,0,0,0,0,17408.2601626014,7437.07317073161
169,1254.04,1.4,0.14,2.4,24200,8,111281.139767105,482.032520325197,31814.146341463,1687.11382113819,0,964.065040650394,964.065040650394,241.016260162598,0,241.016260162598,0,0,0,241.016260162598,1928.13008130079,241.016260162598,0,241.016260162598,2651.17886178858,3133.21138211378,1928.13008130079,0,0,0,0,0,0,723.048780487795,0,0,0,1446.09756097559,0,0,0,0,0,723.048780487795,0,241.016260162598,6748.45528455276,0,8194.55284552835,482.032520325197,241.016260162598,241.016260162598,0,0,1205.08130081299,0,241.016260162598,0,0,0,3374.22764227638,1205.08130081299,964.065040650394,482.032520325197,241.016260162598,0,0,0,482.032520325197,0,0,3615.24390243898,964.065040650394,0,0,0,0,1446.09756097559,482.032520325197,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.13008130079,0,0,0,241.016260162598,241.016260162598,241.016260162598,0,0,0,0,0,0,1687.11382113819,1205.08130081299,2410.16260162598,0,0,0,0,0,0,0,241.016260162598,482.032520325197,0,0,0,0,0,0,0,0,0,0,0,0,0,83150.6097560965,33260.2439024386
180,1384.85,1.4,0.07,1.1,24200,36,35823.2779831461,62.8768844221104,7105.08793969847,251.507537688442,0,188.630653266331,188.630653266331,62.8768844221104,0,0,0,0,0,0,188.630653266331,0,0,62.8768844221104,754.522613065325,314.384422110552,503.015075376883,0,62.8768844221104,0,0,0,0,377.261306532662,0,0,0,314.384422110552,0,0,0,0,62.8768844221104,62.8768844221104,0,0,1446.16834170854,0,1509.04522613065,125.753768844221,188.630653266331,62.8768844221104,0,0,314.384422110552,125.753768844221,62.8768844221104,62.8768844221104,0,251.507537688442,1383.29145728643,251.507537688442,0,440.138190954773,125.753768844221,0,0,0,62.8768844221104,0,0,943.153266331656,314.384422110552,62.8768844221104,0,0,0,314.384422110552,314.384422110552,0,0,0,0,0,0,0,0,0,0,0,0,0,754.522613065325,0,0,0,188.630653266331,0,0,0,0,0,0,0,0,125.753768844221,251.507537688442,125.753768844221,0,0,0,62.8768844221104,0,0,0,251.507537688442,0,0,0,0,0,62.8768844221104,0,0,62.8768844221104,0,0,0,0,0,19869.0954773869,9305.77889447234
190,1520.92,1.5,0.07,1.7,24200,4,35455.9421199834,392.320056163168,47863.0468519065,1569.28022465267,0,3530.88050546851,2353.92033697901,0,0,0,392.320056163168,0,0,0,1961.60028081584,0,0,0,3530.88050546851,1176.9601684895,784.640112326336,392.320056163168,0,0,0,0,0,392.320056163168,0,0,0,2353.92033697901,0,0,0,0,392.320056163168,392.320056163168,0,0,7846.40112326335,0,5884.80084244752,1569.28022465267,784.640112326336,0,0,0,2746.24039314217,1176.9601684895,1176.9601684895,0,0,0,8238.72117942652,392.320056163168,2353.92033697901,784.640112326336,1961.60028081584,0,0,0,0,0,0,5884.80084244752,1961.60028081584,392.320056163168,0,0,0,1569.28022465267,3530.88050546851,0,0,0,0,0,0,0,0,0,392.320056163168,0,0,392.320056163168,2746.24039314217,0,0,392.320056163168,0,0,392.320056163168,0,0,0,0,0,0,784.640112326336,1176.9601684895,784.640112326336,0,0,0,0,0,0,0,3138.56044930534,392.320056163168,0,0,0,0,0,0,0,0,0,0,0,0,0,120049.937185929,52570.8875258645
200,1656.99,1.4,0.07,1,24200,11,34477.0357478749,226.356783919597,31010.8793969848,1131.78391959799,0,452.713567839195,1584.49748743718,452.713567839195,0,0,0,0,0,0,1358.14070351758,452.713567839195,0,0,4753.49246231155,2716.28140703517,2716.28140703517,0,0,0,0,0,0,0,0,0,0,679.070351758792,0,0,0,0,0,0,226.356783919597,226.356783919597,2942.63819095477,0,2942.63819095477,452.713567839195,226.356783919597,0,0,0,1358.14070351758,226.356783919597,226.356783919597,226.356783919597,0,679.070351758792,5432.56281407034,2037.21105527638,905.42713567839,452.713567839195,905.42713567839,0,0,679.070351758792,0,0,0,3621.70854271356,679.070351758792,0,0,0,0,2489.92462311557,1810.85427135678,0,0,0,0,0,0,0,0,0,0,0,0,0,2263.56783919597,0,0,0,452.713567839195,0,0,0,0,0,0,0,0,452.713567839195,1131.78391959799,679.070351758792,0,0,226.356783919597,226.356783919597,0,0,0,1584.49748743718,0,0,226.356783919597,0,0,0,0,0,0,0,0,0,0,0,78998.5175879395,31010.8793969848
206.5,1745.44,1.5,0.07,1.4,24200,211,52040.6748393422,9.03106425832614,1056.63451822416,90.3106425832614,0,117.40383535824,18.0621285166523,18.0621285166523,0,0,18.0621285166523,9.03106425832614,0,18.0621285166523,54.1863855499568,0,0,0,54.1863855499568,27.0931927749784,81.2795783249353,0,0,0,0,0,0,0,0,0,0,9.03106425832614,0,0,0,0,9.03106425832614,0,0,9.03106425832614,352.211506074719,0,207.714477941501,18.0621285166523,9.03106425832614,0,0,0,90.3106425832614,0,9.03106425832614,0,0,0,135.465963874892,27.0931927749784,9.03106425832614,0,36.1242570333046,0,0,0,0,0,0,108.372771099914,99.3417068415875,0,0,9.03106425832614,0,18.0621285166523,27.0931927749784,0,0,18.0621285166523,0,0,0,0,9.03106425832614,9.03106425832614,0,0,0,9.03106425832614,9.03106425832614,0,0,0,18.0621285166523,0,18.0621285166523,0,0,0,0,0,0,36.1242570333046,36.1242570333046,9.03106425832614,0,0,0,0,0,0,0,27.0931927749784,9.03106425832614,0,0,0,0,0,0,0,0,27.0931927749784,0,0,0,0,2844.78524137273,1246.28686764901
216.5,1881.5,1.5,0.07,1.3,24200,96,59080.3379336258,106.882066582914,2949.94503768843,149.63489321608,0,128.258479899497,128.258479899497,21.3764133165829,0,0,21.3764133165829,21.3764133165829,0,0,363.399026381909,0,0,21.3764133165829,406.151853015074,106.882066582914,106.882066582914,0,0,0,0,0,0,0,0,21.3764133165829,0,64.1292399497486,0,0,0,0,21.3764133165829,21.3764133165829,0,21.3764133165829,470.281092964823,0,213.764133165829,85.5056532663314,21.3764133165829,0,0,0,64.1292399497486,0,21.3764133165829,0,0,0,705.421639447234,42.7528266331657,0,21.3764133165829,85.5056532663314,0,0,0,0,0,0,342.022613065326,192.387719849246,0,0,21.3764133165829,0,21.3764133165829,85.5056532663314,0,0,0,0,0,0,0,42.7528266331657,21.3764133165829,21.3764133165829,0,0,21.3764133165829,213.764133165829,0,0,0,0,0,0,0,0,0,0,0,0,64.1292399497486,85.5056532663314,21.3764133165829,0,0,0,0,0,0,0,42.7528266331657,0,0,21.3764133165829,0,0,21.3764133165829,0,0,0,21.3764133165829,0,0,0,0,7396.23900753767,2714.80449120602
226.5,2017.57,1.7,0.07,0.9,24200,201,55898.0204479941,16.7135428385709,2156.04702617565,183.84897122428,0,83.5677141928546,83.5677141928546,0,16.7135428385709,0,0,0,16.7135428385709,16.7135428385709,66.8541713542837,0,0,16.7135428385709,100.281257031426,183.84897122428,167.135428385709,0,0,0,0,0,0,0,0,0,16.7135428385709,50.1406285157128,0,0,0,0,0,0,0,50.1406285157128,401.125028125702,0,150.421885547138,100.281257031426,50.1406285157128,0,0,0,100.281257031426,0,0,0,0,0,568.260456511411,50.1406285157128,33.4270856771418,33.4270856771418,83.5677141928546,0,0,0,0,0,0,217.276056901422,66.8541713542837,0,0,0,0,16.7135428385709,16.7135428385709,0,0,0,0,0,0,0,0,0,33.4270856771418,0,0,0,50.1406285157128,0,0,16.7135428385709,16.7135428385709,0,0,0,0,0,0,0,0,16.7135428385709,33.4270856771418,16.7135428385709,0,0,0,0,0,0,0,16.7135428385709,0,0,0,0,0,16.7135428385709,16.7135428385709,0,0,0,0,0,0,0,5231.3389084727,2005.62514062851
236.5,2176.15,1.6,0.06,1.6,24200,189,31682.1079574349,22.1284377857497,944.146678858655,51.6330215000827,0,59.009167428666,29.504583714333,7.37614592858324,0,0,0,0,0,14.7522918571665,29.504583714333,14.7522918571665,0,0,88.513751142999,95.8898970715822,66.3853133572492,0,0,0,0,0,0,0,0,0,0,22.1284377857497,0,0,0,0,14.7522918571665,0,0,22.1284377857497,177.027502285998,0,169.651356357415,29.504583714333,22.1284377857497,0,0,0,22.1284377857497,7.37614592858325,7.37614592858324,7.37614592858324,0,0,243.412815643247,29.504583714333,0,7.37614592858324,14.7522918571665,0,0,0,0,0,0,132.770626714498,81.1376052144157,0,0,0,0,29.504583714333,14.7522918571665,0,0,0,0,0,0,0,0,0,0,0,0,0,59.009167428666,0,0,0,29.504583714333,0,7.37614592858324,0,0,0,0,0,0,29.504583714333,14.7522918571665,29.504583714333,0,0,0,7.37614592858324,0,0,0,14.7522918571665,0,0,0,0,0,14.7522918571665,0,0,0,7.37614592858324,0,0,0,0,2574.27492907555,1091.66959743032
246.5,2349.74,1.6,0.06,1.6,24200,189,34937.1882160584,36.8807296429162,958.898970715822,51.6330215000827,0,59.009167428666,22.1284377857497,7.37614592858324,7.37614592858324,22.1284377857497,7.37614592858324,0,0,0,7.37614592858324,7.37614592858324,0,0,147.522918571665,29.504583714333,36.8807296429162,0,0,0,0,0,0,0,7.37614592858324,0,7.37614592858324,7.37614592858324,0,0,0,0,0,0,0,7.37614592858324,177.027502285998,0,118.018334857332,51.6330215000827,14.7522918571665,0,7.37614592858324,0,51.6330215000827,7.37614592858325,22.1284377857497,14.7522918571665,0,0,177.027502285998,36.8807296429162,0,0,29.504583714333,0,0,0,14.7522918571665,0,0,44.2568755714995,154.899064500248,0,0,0,0,7.37614592858324,7.37614592858324,0,0,7.37614592858324,0,0,0,0,0,0,7.37614592858324,0,0,0,59.009167428666,0,0,0,14.7522918571665,0,7.37614592858324,0,0,0,0,0,0,29.504583714333,36.8807296429162,29.504583714333,0,7.37614592858324,0,0,0,0,0,14.7522918571665,0,0,0,0,0,7.37614592858324,0,0,0,0,0,0,0,0,2463.63274014681,1032.66043000165
256.5,2523.33,1.4,0.06,1.5,24200,118,36643.3912460886,110.267130661194,1543.73982925671,132.320556793432,0,33.0801391983581,99.2404175950743,11.0267130661194,0,11.0267130661194,11.0267130661194,11.0267130661194,0,0,44.1068522644774,11.0267130661194,0,0,209.507548256268,110.267130661194,99.2404175950743,0,0,0,0,0,0,11.0267130661194,0,0,0,99.2404175950743,0,0,0,0,0,0,0,0,308.747965851342,0,363.881531181939,11.0267130661194,22.0534261322387,11.0267130661194,0,0,77.1869914628355,0,22.0534261322387,11.0267130661194,0,0,363.881531181939,44.1068522644774,22.0534261322387,0,55.1335653305968,0,11.0267130661194,0,22.0534261322387,0,0,121.293843727313,88.2137045289549,0,0,0,0,33.0801391983581,44.1068522644774,0,0,0,0,0,0,0,0,22.0534261322387,0,0,0,0,99.2404175950743,0,0,0,33.0801391983581,0,0,0,0,0,0,0,0,22.0534261322387,66.1602783967162,44.1068522644774,0,0,0,0,0,0,0,22.0534261322387,0,0,11.0267130661194,0,0,11.0267130661194,0,0,11.0267130661194,0,0,0,0,0,4333.49823498491,1786.32751671134
266.5,2696.92,1.5,0.06,2.1,24200,55,15536.7317586006,181.05085461068,2842.49841738767,108.630512766408,0,199.155940071748,90.5254273053398,0,0,18.105085461068,0,18.105085461068,0,0,54.3152563832039,0,0,18.105085461068,271.576281916019,144.840683688544,162.945769149612,0,0,0,0,0,0,18.105085461068,0,0,0,36.2101709221359,0,0,0,0,0,0,0,0,416.416965604563,0,525.047478370971,36.2101709221359,72.4203418442719,0,0,0,108.630512766408,0,54.3152563832039,18.105085461068,0,0,506.942392909903,126.735598227476,18.105085461068,0,72.4203418442719,0,0,18.105085461068,18.105085461068,0,0,217.261025532816,72.4203418442719,0,0,18.105085461068,0,54.3152563832039,36.2101709221359,0,0,0,0,0,0,0,0,18.105085461068,0,0,0,0,126.735598227476,0,0,0,36.2101709221359,0,0,0,0,0,0,0,0,0,0,72.4203418442719,18.105085461068,0,0,0,0,0,0,90.5254273053398,0,0,0,0,0,18.105085461068,0,0,0,0,0,0,0,0,6735.09179151728,2570.92213547165
273.5,2788.41,1.5,0.1,1.9,24200,35,51593.9829537195,166.203568623201,6426.53798676378,332.407137246403,0,498.610705869604,498.610705869604,110.802379082134,0,55.4011895410671,110.802379082134,55.4011895410671,0,0,221.604758164268,0,0,0,1108.02379082134,221.604758164268,554.011895410671,0,0,0,0,0,0,55.4011895410671,55.4011895410671,0,55.4011895410671,110.802379082134,0,0,0,0,0,0,0,110.802379082134,997.221411739208,0,498.610705869604,110.802379082134,0,0,0,0,387.80832678747,0,55.4011895410671,0,0,0,1828.23925485521,221.604758164268,166.203568623201,0,443.209516328537,0,0,55.4011895410671,55.4011895410671,0,0,664.814274492805,166.203568623201,55.4011895410671,0,0,0,55.4011895410671,110.802379082134,0,0,0,0,0,0,0,0,0,0,0,0,0,443.209516328537,0,0,0,110.802379082134,0,0,0,0,0,0,0,0,221.604758164268,277.005947705336,221.604758164268,0,0,0,55.4011895410671,0,0,0,554.011895410671,110.802379082134,0,0,0,0,55.4011895410671,0,0,0,0,0,0,0,0,17174.3687577308,6426.53798676378
